property_name,district,bedroom_count,price,property_age,saleable_area,pet_policy,latitude,longitude,travel_time_to_cbd,walking_time_to_mtr,total_poi_within_1000m,category_Community_Facilities_within_1000m,category_Education_within_2000m,category_Recreation_within_1000m,category_Medical_within_2000m,category_Public_Market_within_1000m,category_Religion_within_2000m,category_Transportation_within_1000m,category_Tourism_within_2000m
DISCOVERY PARK PHASE 2 Block 6,Discovery Park,2,6300000,27,485,FALSE,22.3767719,114.1117449,45,10,532,6,149,49,13,5,101,45,0
ARIA KOWLOON PEAK TOWER 3,Choi Hung,2,6800000,15,503,TRUE,22.3390816,114.213743,53,19,378,9,180,43,19,8,78,34,1
The Cullinan Tower 21 - Zone 5 (Star Sky),Kowloon Station,2,19500000,18,530,TRUE,22.3058221,114.1610169,17,34,361,3,133,21,24,4,111,36,3
HARBOUR GREEN TOWER 6,Olympic Station,2,7900000,19,478,FALSE,22.3226901,114.1593045,26,10,762,6,332,78,39,7,209,55,6
Aqua Marine Tower 5,Four Little Dragons,2,7480000,21,501,TRUE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
Parc Oasis Tower 25 (34 Grandeur rd),Yau Yat Tsuen,3,14500000,31,654,FALSE,22.3342714,114.1739909,33,9,696,9,438,91,43,6,237,30,7
ROYAL JUBILEE TOWER 2,Sheung Shui,2,3880000,24,394,FALSE,22.5048983,114.1287714,63,9,452,5,112,83,22,3,37,28,1
Ying Ming Court Ming Tat House (Block C),Po Lam,3,6800000,36,645,FALSE,22.3237131,114.2548803,48,6,323,5,174,44,10,5,46,18,0
THE HERMITAGE TOWER 6,Olympic Station,3,16500000,15,758,TRUE,22.3176689,114.1641501,24,10,1186,7,348,88,45,6,206,80,7
CENTURY LINK PHASE 2 Tower 2B,Tung Chung Town Centre,2,5700000,9,456,FALSE,22.29456,113.949751,60,21,149,2,36,10,8,4,4,9,1
THE CULLINAN TOWER 21 - ZONE 5 (STAR SKY),Kowloon Station,2,20000000,18,635,TRUE,22.3058221,114.1610169,17,34,361,3,133,21,24,4,111,36,3
The Beaumount II Tower 3,Lohas Park,3,8000000,9,750,FALSE,22.297367,114.272594,47,8,64,2,67,9,0,0,6,7,0
MAYFAIR GARDENS BLOCK 5,Tsing Yi,2,4000000,40,329,TRUE,22.3443024,114.107728,48,37,229,5,86,37,5,3,23,13,0
TSEUNG KWAN O PLAZA PHASE 2 Tower 6,Tseung Kwan O,3,9680000,21,730,FALSE,22.3091002,114.2617775,44,6,404,6,200,43,10,6,36,28,0
THE YOHO HUB PHASE C THE YOHO HUB II Tower 8,Yuen Long Station,3,8780000,2,535,FALSE,22.4447347,114.0346506,59,7,459,3,109,42,14,4,45,37,1
UPTON,Sai Ying Pun,1,16500000,10,525,TRUE,22.2875634,114.1417059,20,7,586,8,139,74,27,8,56,24,9
VILLA ESPLANADA PHASE 2 BLOCK 7,Tsing Yi,3,10470000,26,682,FALSE,22.361958,114.106534,35,12,476,6,196,71,23,3,74,41,0
THE LONG BEACH TOWER 7,Olympic Station,3,15800000,21,816,TRUE,22.319792,114.1561038,26,13,376,5,261,47,32,5,185,32,6
One Silversea Tower 6,Olympic Station,3,26000000,19,963,TRUE,22.317771,114.16022,16,0,692,5,280,75,38,4,197,45,6
ULTIMA PHASE 1 TOWER 6,Ho Man Tin,2,29800000,9,784,FALSE,22.317072,114.1750371,24,13,1221,11,443,111,50,6,256,57,9
CULLINAN WEST PHASE 3 CULLINAN WEST II Tower 5B,Nam Cheong Station,2,10500000,7,468,FALSE,22.3267772,114.1536799,18,0,536,8,271,49,25,6,183,32,5
Grand Promenade Tower 1,Sai Wan Ho,2,8590000,20,462,TRUE,22.2824738,114.2227035,24,1,544,10,121,76,10,5,61,39,20
NOB HILL TOWER 3,Nob Hill,2,6350000,23,475,FALSE,37.7910067,-122.4174229,32,21,0,0,0,0,0,0,0,0,0
Parc Oasis Tower 11 (11 Parc Oasis rd),Yau Yat Tsuen,2,8080000,32,450,FALSE,22.3340371,114.1746575,33,9,685,8,438,98,43,6,237,30,7
Parc City Tower 1,Tsuen Wan West,3,12500000,7,763,TRUE,22.3692611,114.1117131,45,7,640,6,217,69,21,5,117,56,0
CULLINAN WEST PHASE 3 CULLINAN WEST II TOWER 3B,Nam Cheong Station,1,7300000,7,349,FALSE,22.3267772,114.1536799,18,0,536,8,271,49,25,6,183,32,5
The Bloomsway The Laguna Tower 9,So Kwun Wat,2,5200000,8,551,TRUE,22.3772738,113.9882611,70,52,98,0,67,5,9,0,27,2,1
BELVEDERE GARDEN PHASE 3 BLOCK 2,Belvedere,3,6480000,34,728,FALSE,22.371788,114.101075,47,21,206,3,126,21,15,2,60,13,0
Two．Artlane,Sai Ying Pun,1,6500000,4,254,FALSE,22.2872084,114.141454,14,6,591,8,139,76,27,8,56,23,9
GARDEN RIVERA BLOCK E,Sha Tin,1,3530000,40,242,FALSE,22.3814162,114.1958373,45,10,605,16,155,84,17,11,95,45,1
LOHAS PARK PHASE 3A HEMERA Emerald (Tower 2),Lohas Park,4,10000000,10,930,FALSE,22.2948541,114.2729928,50,8,62,2,46,7,0,0,1,7,0
Grand Victoria Phase 1 Tower 3B,Nam Cheong Station,1,7700000,2,320,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
Monaco Phase 1 Tower 2B,Kai Tak New Area,3,18200000,3,727,FALSE,22.3271632,114.1999535,47,13,325,3,274,50,34,3,128,32,1
Mantin Heights Tower 10,Ho Man Tin,2,11500000,8,546,TRUE,22.3173116,114.1821273,35,17,713,12,419,99,48,5,225,24,6
Residence 譽88 Tower 2,Yuen Long Southeast,2,5500000,11,463,TRUE,22.4399053,114.0324789,66,12,431,3,103,38,14,4,49,29,1
CULLINAN WEST PHASE 2A TOWER 2B,Nam Cheong Station,1,7290000,7,357,FALSE,22.3272319,114.1541141,21,5,578,8,276,54,25,6,183,38,5
CULLINAN WEST Phase 5 Cullinan West III TOWER 6,Nam Cheong Station,1,8300000,6,371,FALSE,22.3267772,114.1536799,18,0,536,8,271,49,25,6,183,32,5
K. CITY TOWER 2,Kai Tak New Area,2,9500000,7,501,TRUE,22.3285812,114.2012303,41,6,428,7,271,69,34,4,131,35,1
Sorrento Phase 1 Block 5,Kowloon Station,2,18000000,22,620,FALSE,22.3185673,114.1796057,31,23,843,12,439,84,54,7,244,31,6
Novum West Tower 3,Shek Tong Tsui,2,14000000,5,540,TRUE,22.2854888,114.1365966,15,12,518,8,140,59,30,7,53,28,8
SOUTH HORIZONS Phase 3 Mei Cheung Court (Block 20),South Horizons,3,7880000,31,592,FALSE,22.2427388,114.1486343,27,0,371,7,99,41,10,8,43,31,1
EVERBEST COURT,Yau Yat Tsuen,2,7300000,32,492,FALSE,22.3303093,114.1733342,34,11,827,9,481,89,48,5,256,49,7
CULLINAN WEST Phase 2A TOWER 2A,Nam Cheong Station,2,12500000,7,534,FALSE,22.3272319,114.1541141,21,5,578,8,276,54,25,6,183,38,5
LEI KING WAN Sites C Block 11 Yee Hoi Mansion,Sai Wan Ho,2,8000000,36,539,FALSE,22.2824738,114.2227035,24,1,544,10,121,76,10,5,61,39,20
Savannah Tower 5A,Tseung Kwan O,2,9500000,8,520,TRUE,22.305735,114.2638716,47,8,267,6,184,31,7,5,31,17,0
OCEAN PRIDE Phase 3A Ocean Supreme Tower 2B,Tsuen Wan West,2,9380000,6,532,FALSE,22.3683109,114.110007,35,1,617,8,210,61,21,6,107,52,0
MANOR HILL TOWER 2,Lohas Park,1,4500000,3,283,FALSE,22.2961803,114.2736406,49,11,61,2,52,7,0,0,2,7,0
WAI WAH CENTRE Block 1,Sha Tin,2,4800000,39,358,FALSE,22.3806298,114.1869086,41,4,555,14,160,67,17,8,91,39,1
Twin Peaks Tower 1,Tseung Kwan O,1,7200000,9,372,TRUE,22.3044412,114.2609236,46,7,293,8,180,25,7,6,31,26,0
One Silversea Tower 5,Olympic Station,3,26000000,19,957,TRUE,22.317771,114.16022,16,0,692,5,280,75,38,4,197,45,6
CADOGAN,Kennedy Town,1,9400000,11,375,FALSE,22.2824479,114.1260465,19,7,284,6,104,44,11,2,35,13,1
DYNASTY HEIGHTS SKY LODGE SKY LODGE 2 (BLOCK 2),Lung Ping,2,10500000,26,681,FALSE,22.3422573,114.1677142,46,29,336,5,298,45,25,1,151,17,4
CHING WAH COURT WAH CHEUNG HOUSE (BLOCK F),Tsing Yi,2,3500000,38,401,FALSE,22.3489057,114.099242,51,36,334,9,86,58,5,5,25,16,0
Convention Plaza Apartments,Wan Chai,1,15800000,35,623,FALSE,22.2807473,114.1720816,11,8,746,6,104,67,30,5,64,43,12
BON-POINT,Mid-Levels West,3,16000000,21,837,FALSE,22.2846794,114.1429799,13,2,659,8,144,79,28,8,59,28,9
TIERRA VERDE PHASE 2 BLOCK 9,Tsing Yi,2,8400000,26,520,FALSE,22.3566035,114.107649,32,10,507,12,177,77,21,4,58,27,0
THE HERMITAGE TOWER 7,Olympic Station,2,12680000,15,531,TRUE,22.3177049,114.1639557,28,11,1176,7,338,88,45,6,210,79,7
COASTAL SKYLINE Phase 3 La Rossa LA ROSSA B (TOWER 8),Tung Chung Town Centre,3,8700000,18,777,FALSE,22.2912655,113.9445925,56,11,189,2,56,15,8,3,8,13,1
THE SOUTHSIDE Phase 2 La Marina TOWER 2 (2A),Wong Chuk Hang,1,8000000,3,341,FALSE,22.2459691,114.16712,25,5,277,1,81,46,13,1,33,17,1
THE LATITUDE TOWER 2B,San Po Kong,1,6600000,15,454,TRUE,22.3333138,114.1963269,42,10,654,9,358,120,44,9,144,53,1
RIVIERA GARDENS HOI NING MANSION (BLOCK 17),Tsuen Wan Hoi Bun,3,7800000,35,700,FALSE,22.3620725,114.1138363,51,31,505,5,265,51,30,2,108,42,0
SORRENTO Phase 2 Block 2,Kowloon Station,3,24000000,21,904,FALSE,22.3142171,114.1635021,25,11,1098,9,246,68,40,6,190,67,8
THE HORIZON Court B Tower 1,Pak Shek Kok,3,10880000,6,788,FALSE,22.4302982,114.2074742,59,46,71,0,18,6,1,0,5,11,2
GRAND VICTORIA PHASE 2 TOWER 5,Nam Cheong Station,3,24880000,2,752,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
GRAND VICTORIA Phase 1 TOWER 2,Nam Cheong Station,2,11500000,2,490,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
LOHAS PARK PHASE 3A HEMERA DIAMOND (TOWER 1),Lohas Park,3,9800000,10,827,FALSE,22.297096,114.2699179,53,9,69,2,87,9,0,0,7,6,0
DRAGON VIEW Block 2,Ho Man Tin,2,7300000,27,564,FALSE,22.3162997,114.1784417,32,18,1025,10,437,91,49,6,238,49,7
ISLAND HARBOURVIEW Tower 5,Olympic Station,3,13800000,25,698,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
Oasis Kai Tak Tower 2,Kai Tak New Area,2,9800000,6,451,TRUE,22.3288586,114.1997402,39,4,409,6,293,68,38,4,133,33,1
THE HEMISPHERES,Tin Hau,1,6300000,10,287,FALSE,22.2859386,114.1911419,23,7,598,6,175,81,24,4,87,38,4
Primrose Hill Tower 2,Tai Wo Hau,2,7000000,15,529,TRUE,22.3719648,114.130033,44,8,756,17,204,101,25,11,135,27,0
The Grand Marine Tower 1,Tsing Yi,1,4800000,3,291,FALSE,22.3439865,114.1060175,48,37,229,5,76,36,5,4,21,12,0
RESIDENCE BEL-AIR PHASE 6 BEL-AIR NO. 8 TOWER 5,Residence Bel-air,2,17800000,17,698,FALSE,22.2588887,114.1315153,35,53,181,1,53,17,6,1,12,16,0
The Cullinan Tower 21 - Zone 5 (Star Sky),Kowloon Station,3,35000000,18,828,TRUE,22.3058221,114.1610169,17,34,361,3,133,21,24,4,111,36,3
st. Barths Phase 1 Maple Court Tower 1,Wu Kai Sha,1,7200000,6,383,FALSE,22.427875,114.236606,64,11,255,2,75,24,4,2,27,23,0
THE HERMITAGE TOWER 6,Olympic Station,2,13000000,15,561,TRUE,22.3176689,114.1641501,24,10,1186,7,348,88,45,6,206,80,7
GRAND VICTORIA PHASE 2 TOWER 3 (3B),Nam Cheong Station,3,15000000,2,605,FALSE,22.327493,114.1488089,27,17,305,5,217,15,20,3,139,20,3
Grand Victoria Phase 3 Tower 1 (1B),Nam Cheong Station,1,7000000,2,315,FALSE,22.327493,114.1488089,27,17,305,5,217,15,20,3,139,20,3
LOHAS PARK PHASE 9A MARINI TOWER 3 (3A),Lohas Park,2,6980000,4,495,FALSE,22.292955,114.2684663,50,10,68,2,43,8,0,0,1,7,0
CLAGUE GARDEN ESTATE Tower B,Tsuen Wan West,1,3900000,36,363,FALSE,22.3700527,114.1109293,40,9,646,7,207,67,21,5,110,56,0
Nan Fung Plaza Tower 1,Hang Hau,3,6300000,26,698,FALSE,22.3147268,114.2640324,41,4,487,9,207,55,10,6,43,35,0
THE WINGS IIIB TOWER 1B,Tseung Kwan O,3,14500000,9,879,FALSE,22.3044806,114.2593889,44,6,334,9,182,28,7,6,31,26,0
PRISTINE VILLA BLOCK 13,Sha Tin,3,8990000,30,817,TRUE,22.3819996,114.1823469,49,12,395,3,151,33,13,5,90,32,1
One Homantin Tower 5,Ho Man Tin,2,8700000,8,477,TRUE,22.3171536,114.1815176,33,21,705,11,424,96,48,5,231,24,7
Lake Silver Tower 1,Wu Kai Sha,3,14200000,16,887,TRUE,22.4286493,114.2429508,57,2,131,2,62,6,4,2,21,11,0
BELVEDERE GARDEN PHASE 3 BLOCK 6,Belvedere,3,7380000,34,742,FALSE,22.371788,114.101075,47,21,206,3,126,21,15,2,60,13,0
Manhattan Hill Tower 3,Mei Foo,2,8500000,18,538,TRUE,22.3346314,114.1423562,38,12,410,3,152,45,18,1,76,36,0
Lohas Park PHASE 6 LP6 Tower 1,Lohas Park,3,14500000,5,905,FALSE,22.2948541,114.2729928,50,8,62,2,46,7,0,0,1,7,0
Imperial Kennedy,Kennedy Town,2,12300000,9,558,TRUE,22.2825073,114.128518,16,4,344,6,118,49,24,4,40,17,1
Convention Plaza Apartments,Wan Chai,1,18260000,35,748,FALSE,22.2807473,114.1720816,11,8,746,6,104,67,30,5,64,43,12
VILLA ESPLANADA PHASE 1 BLOCK 3,Tsing Yi,3,8800000,27,666,FALSE,22.3618472,114.1064042,35,12,471,6,192,73,23,3,73,41,0
Grandview Tower Block A,Mid-Levels Central,3,15200000,47,800,TRUE,22.2799907,114.1587983,15,6,774,1,124,54,29,1,50,76,15
THE CLIVEDEN Block 2,Tsuen Wan Mid-levels,3,9200000,22,906,TRUE,22.3842249,114.1097918,62,26,138,1,88,18,13,0,75,5,0
Harbour Heights Block 1 (Ko Fung Court),North Point,2,17800000,37,834,FALSE,22.2883517,114.1914942,21,5,503,3,187,83,19,5,80,26,4
THE GRANDIOSE BLOCK 3,Tseung Kwan O,2,7300000,19,494,FALSE,22.3090272,114.2616214,44,6,402,6,200,42,10,6,36,29,0
COASTAL SKYLINE PHASE 1 BLOCK 5,Tung Chung Town Centre,2,6000000,23,490,FALSE,22.2917622,113.9454684,56,11,195,2,53,15,8,4,8,14,1
De Novo Tower H2,Kai Tak New Area,1,7300000,9,469,TRUE,22.330888,114.2017341,41,5,533,9,279,86,42,8,136,45,1
ISLAND CREST Tower 2,Sai Ying Pun,3,23700000,15,774,TRUE,22.2863769,114.1426742,14,3,635,8,142,77,27,8,59,28,9
Lohas Park PHASE 6 LP6 Tower 1,Lohas Park,2,8180000,5,505,FALSE,22.2948541,114.2729928,50,8,62,2,46,7,0,0,1,7,0
Harbour Green Tower 1,Olympic Station,2,9500000,19,516,FALSE,22.3214115,114.1590141,24,8,676,8,311,75,38,8,200,41,6
Eight South Lane,Shek Tong Tsui,1,6600000,10,304,FALSE,22.2855638,114.1344976,15,8,487,8,133,62,28,7,51,26,5
SAVANNAH TOWER 2A,Tseung Kwan O,3,12800000,8,747,TRUE,22.305735,114.2638716,47,8,267,6,184,31,7,5,31,17,0
THE METRO CITY Phase 2 TOWER 2,Po Lam,2,4980000,25,363,FALSE,22.3231863,114.2577924,42,1,393,5,169,59,10,5,42,19,0
GREENFIELD GARDEN PHASE 1 TOWER 5,Tsing Yi,2,4900000,35,442,FALSE,22.3514246,114.1083786,40,18,446,7,124,67,5,6,33,27,0
GREENFIELD GARDEN PHASE 2 TOWER 9,Tsing Yi,2,4980000,35,451,FALSE,22.3514246,114.1083786,40,18,446,7,124,67,5,6,33,27,0
Novum West Tower 5,Shek Tong Tsui,2,13000000,5,551,TRUE,22.2854888,114.1365966,15,12,518,8,140,59,30,7,53,28,8
LUK YEUNG SUN CHUEN BLOCK B,Luk Yeung,2,6100000,41,451,FALSE,22.37374,114.1195424,39,5,795,15,199,83,23,7,124,45,0
UPPER RIVERBANK Tower 1,Kai Tak New Area,3,17000000,4,657,FALSE,22.3274232,114.1993497,41,7,339,3,286,58,39,3,130,34,1
HAMPTON PLACE TOWER 1,Olympic Station,2,8500000,22,466,FALSE,22.3210203,114.1551224,28,15,373,5,254,42,32,5,179,32,6
Cetus‧Square Mile Tower 1,Tai Kok Tsui,2,7920000,5,417,TRUE,22.3200543,114.1614936,22,6,1043,6,331,95,44,7,214,68,6
Parc City Tower 7,Tsuen Wan West,1,7800000,7,470,TRUE,22.3699122,114.1144306,47,11,748,7,222,83,21,5,126,55,0
Ocean Pride Phase 3A Ocean Supreme Tower 3B,Tsuen Wan West,2,10500000,6,527,FALSE,22.3683109,114.110007,35,1,617,8,210,61,21,6,107,52,0
SKY HORIZON TOWER 1,North Point Mid-Levels,3,28800000,22,935,TRUE,22.2863284,114.1964906,28,13,575,6,163,85,8,5,73,30,7
Finery Park Block 2,Po Lam,2,5080000,31,420,FALSE,22.3234321,114.2541293,50,9,323,5,178,44,10,5,50,18,0
HENLEY PARK TOWER 1A,Kai Tak New Area,2,12000000,3,476,FALSE,22.3262789,114.199058,42,9,322,3,267,48,35,1,122,29,1
THE LONG BEACH Tower 7,Olympic Station,3,16800000,21,816,TRUE,22.319792,114.1561038,26,13,376,5,261,47,32,5,185,32,6
GRAND VICTORIA PHASE 1 TOWER 3B,Nam Cheong Station,1,8000000,2,298,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
VISION CITY BLOCK 5,Tsuen Wan West,3,13800000,18,742,TRUE,22.3706748,114.1141282,44,8,735,7,216,82,21,5,125,54,0
THE VICTORIA TOWERS Tower 1,Tsim Sha Tsui,3,16880000,23,778,FALSE,22.3020243,114.1682859,23,13,1480,4,134,45,25,5,100,87,3
Royal Court,Mid-Levels Central,3,12300000,30,636,TRUE,22.2751839,114.1681394,10,11,672,5,111,69,29,3,58,39,16
GRAND WATERFRONT TOWER 5,To Kwa Wan,2,5600000,18,385,TRUE,22.3190798,114.1937219,42,13,398,6,279,53,40,2,108,14,1
ROYAL PENINSULA BLOCK 2,Whampoa,3,9980000,24,690,TRUE,22.3043585,114.1845014,33,12,546,7,255,64,28,3,136,40,2
TSING YI GARDEN BLOCK 4,Tsing Yi,2,4200000,38,343,FALSE,22.3535776,114.104947,38,15,510,9,117,75,5,6,32,34,0
LOHAS PARK Phase 10 Lp10 TOWER 1 (1A),Lohas Park,2,6900000,3,541,FALSE,22.292477,114.267387,51,15,69,2,44,7,0,0,1,7,0
Grand Victoria PHASE 2 Tower 2,Nam Cheong Station,3,20000000,2,797,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
Vibe Centro Tower 1A,Kai Tak New Area,2,10800000,6,521,TRUE,22.3278979,114.2009027,41,7,398,6,275,66,32,4,130,33,1
Lohas Park PHASE 9A MARINI Tower 3 (3B),Lohas Park,1,5600000,4,370,FALSE,22.292955,114.2684663,50,10,68,2,43,8,0,0,1,7,0
MANTIN HEIGHTS TOWER 5,Ho Man Tin,3,23000000,8,932,TRUE,22.3193605,114.1816284,32,14,723,12,448,91,54,5,225,23,5
Highland Park Tower 3,Lai King,2,5490000,26,511,FALSE,22.3497449,114.1302237,44,27,361,4,139,30,17,4,48,39,0
Sherwood Court Tower 1,Happy Valley,3,12500000,36,640,FALSE,22.2674013,114.1865987,32,26,272,1,110,38,28,2,56,8,7
Belvedere Garden PHASE 2 Block 3,Belvedere,3,6400000,35,668,FALSE,22.3715791,114.1005017,48,21,187,3,123,18,15,2,50,11,0
THE GRANDIOSE BLOCK 1,Tseung Kwan O,2,7500000,19,453,FALSE,22.3090272,114.2616214,44,6,402,6,200,42,10,6,36,29,0
LE SOMMET BLOCK 1,North Point Mid-Levels,2,14720000,25,794,TRUE,22.2880195,114.1949146,21,6,548,5,173,85,8,5,75,30,5
THE HERMITAGE TOWER 7,Olympic Station,2,13000000,15,535,TRUE,22.3177049,114.1639557,28,11,1176,7,338,88,45,6,210,79,7
DISCOVERY PARK PHASE 3 Block 11,Discovery Park,3,8880000,27,658,FALSE,22.3763392,114.1120996,45,9,577,6,158,56,14,5,101,52,0
Fleur Pavilia Tower 3,North Point,1,11900000,7,519,TRUE,22.290069,114.2036932,20,10,477,6,166,47,4,3,68,27,5
CULLINAN WEST PHASE 2A TOWER 2B,Nam Cheong Station,1,7380000,7,351,FALSE,22.3272319,114.1541141,21,5,578,8,276,54,25,6,183,38,5
OCEAN SHORES PHASE 3 TOWER 11,Tiu Keng Leng,2,7700000,22,503,FALSE,22.3031707,114.2527951,39,5,228,6,207,10,2,2,33,18,0
Ocean Shores PHASE 2 Tower 9,Tiu Keng Leng,2,7600000,23,498,FALSE,22.3031707,114.2527951,39,5,228,6,207,10,2,2,33,18,0
GREENVIEW GARDEN BLOCK C,Tai Wai,3,8500000,38,689,TRUE,22.3703593,114.1842965,45,12,417,10,135,57,10,8,85,23,1
Fleur Pavilia Tower 2,North Point,3,19800000,7,908,TRUE,22.290069,114.2036932,20,10,477,6,166,47,4,3,68,27,5
CARIBBEAN COAST PHASE 4 CRYSTAL COVE Tower 15,Tung Chung Town Centre,2,5990000,19,548,FALSE,22.291393,113.948117,68,25,193,2,53,13,8,4,7,14,1
K. City Tower 7,Kai Tak New Area,2,9200000,7,447,TRUE,22.3285812,114.2012303,41,6,428,7,271,69,34,4,131,35,1
K‧Summit Tower 2B,Kai Tak New Area,3,20000000,4,765,FALSE,22.3269115,114.1990234,42,8,336,3,279,54,39,2,125,32,1
Tierra Verde PHASE 2 Block 8,Tsing Yi,2,8500000,26,518,FALSE,22.3566035,114.107649,32,10,507,12,177,77,21,4,58,27,0
Aria Kowloon Peak Tower 3,Choi Hung,3,9680000,15,743,TRUE,22.3390816,114.213743,53,19,378,9,180,43,19,8,78,34,1
Alto Residences Tower 6,Tseung Kwan O,1,7900000,7,466,TRUE,22.3025562,114.2582394,48,10,293,7,174,17,5,5,26,23,0
UPPER RIVERBANK TOWER 2,Kai Tak New Area,3,15800000,4,654,FALSE,22.3274232,114.1993497,41,7,339,3,286,58,39,3,130,34,1
Banyan Garden PHASE 2 Tower 7,Four Little Dragons,2,6900000,21,440,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
TWIN PEAKS TOWER 1,Tseung Kwan O,3,12000000,9,757,TRUE,22.3044412,114.2609236,46,7,293,8,180,25,7,6,31,26,0
GRAND HORIZON BLOCK 6,Tsing Yi,2,6380000,25,471,TRUE,22.3523399,114.1098648,38,20,428,7,137,62,16,5,44,25,0
RESIDENCE OASIS TOWER 3,Hang Hau,2,7000000,20,490,FALSE,22.3158254,114.2648866,43,4,469,9,206,54,10,6,43,32,0
Tseung Kwan O Plaza Phase 2 Tower 6,Tseung Kwan O,2,6400000,21,459,FALSE,22.3091002,114.2617775,44,6,404,6,200,43,10,6,36,28,0
Lohas Park PHASE 9A MARINI Tower 3 (3B),Lohas Park,2,7600000,4,535,FALSE,22.292955,114.2684663,50,10,68,2,43,8,0,0,1,7,0
Capri Tower 2,Tseung Kwan O,3,17000000,8,829,TRUE,22.3025171,114.2571728,46,11,294,7,185,17,2,5,24,23,0
THE GRANDIOSE BLOCK 2,Tseung Kwan O,2,6800000,19,440,FALSE,22.3090272,114.2616214,44,6,402,6,200,42,10,6,36,29,0
LA CITE NOBLE BLOCK 1,Hang Hau,2,5800000,26,377,TRUE,22.313577,114.2661355,44,5,465,7,200,54,10,6,41,31,0
UPPER RIVERBANK TOWER 2,Kai Tak New Area,3,20500000,4,752,FALSE,22.3274232,114.1993497,41,7,339,3,286,58,39,3,130,34,1
METRO TOWN Phase 2 Le Point TOWER 8,Tiu Keng Leng,4,13000000,17,894,FALSE,22.3049429,114.2518906,39,9,233,6,226,10,2,4,38,21,0
The Visionary Tower 2,Tung Chung Town Centre,2,7830000,10,702,TRUE,22.2957208,113.9515941,65,28,100,1,32,5,8,1,3,6,1
SEASIDE SONATA TOWER 3,Sham Shui Po,2,7500000,4,507,TRUE,22.3275016,114.1593479,29,9,907,12,344,79,28,11,210,45,6
Mantin Heights Tower 2,Ho Man Tin,2,10200000,8,595,TRUE,22.31975,114.18182,32,12,722,12,436,90,56,5,226,22,5
PRIMROSE HILL Tower 3,Tai Wo Hau,3,10000000,15,821,TRUE,22.3724059,114.1300854,44,8,719,14,199,96,25,10,134,22,0
Castello Block 6,Siu Lek Yuen,2,7600000,25,580,FALSE,22.3841425,114.2159498,65,20,182,3,56,11,11,2,26,13,0
Altissimo Tower 1,Wu Kai Sha,1,6200000,5,315,TRUE,22.4345453,114.2434341,66,13,71,2,43,4,4,1,13,6,0
PARK CENTRAL PHASE 2 TOWER 1,Tseung Kwan O,3,9300000,22,672,FALSE,22.3072012,114.2570671,45,6,355,9,212,28,8,6,41,25,0
MAYFAIR GARDENS BLOCK 7,Tsing Yi,2,3800000,40,329,TRUE,22.3445061,114.1075422,48,37,243,5,86,38,5,3,25,13,0
Ocean Pride Phase 3 Tower 7,Tsuen Wan West,1,7760000,7,391,FALSE,22.3699122,114.1144306,47,11,748,7,222,83,21,5,126,55,0
TSING YI GARDEN Block 3,Tsing Yi,2,4800000,38,343,FALSE,22.3535776,114.104947,38,15,510,9,117,75,5,6,32,34,0
Vista Paradiso Phase 2 Tower 5,Ma On Shan,2,5900000,26,490,FALSE,22.4195723,114.224926,56,5,315,6,81,47,5,2,30,23,1
Cetus‧Square Mile Tower 1,Tai Kok Tsui,1,5000000,5,249,TRUE,22.3200543,114.1614936,22,6,1043,6,331,95,44,7,214,68,6
K. CITY TOWER 8,Kai Tak New Area,2,8500000,7,449,TRUE,22.3285812,114.2012303,41,6,428,7,271,69,34,4,131,35,1
PARK CENTRAL PHASE 1 TOWER 6,Tseung Kwan O,2,6200000,23,465,FALSE,22.3074503,114.2572761,44,6,366,9,210,31,11,6,41,26,0
PARC OASIS TOWER 3 (39 TAT CHEE AVE),Yau Yat Tsuen,3,11280000,33,657,FALSE,22.3334492,114.1752359,33,8,675,8,442,105,44,5,242,30,7
Oasis Kai Tak Tower 5,Kai Tak New Area,2,9500000,6,509,TRUE,22.3288586,114.1997402,39,4,409,6,293,68,38,4,133,33,1
CULLINAN WEST Phase 5 Cullinan West III Tower 7,Nam Cheong Station,1,8380000,6,356,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
MONACO Phase 2 Grande Monaco TOWER 1A,Kai Tak New Area,3,19500000,3,827,FALSE,22.3271632,114.1999535,47,13,325,3,274,50,34,3,128,32,1
OCEAN PRIDE PHASE 3 Tower 8,Tsuen Wan West,2,9400000,7,512,FALSE,22.3683109,114.110007,35,1,617,8,210,61,21,6,107,52,0
K. City Tower 3,Kai Tak New Area,1,6990000,7,356,TRUE,22.3285812,114.2012303,41,6,428,7,271,69,34,4,131,35,1
PARK CENTRAL PHASE 2 Tower 10,Tseung Kwan O,2,8300000,22,406,FALSE,22.3072012,114.2570671,45,6,355,9,212,28,8,6,41,25,0
